Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,Company_Stage,Classifier_Date,Focus_Areas
AnaSpec,https://www.anaspec.com/en/,Fremont,,,"Peptides, Antibodies, Reagents",,BPG,Unknown,2025-11-15,"Peptides, Antibodies, Reagents"
Ananya Health,https://www.ananya.health/,Oakland,,,Cryoablation of Cervical Cancer,,BPG,Unknown,2025-11-15,Cryoablation of Cervical Cancer
AnaptysBio,https://www.anaptysbio.com/,San Diego,,,Antibody Therapeutics,,BPG,Unknown,2025-11-15,Antibody Therapeutics
Anchor Molecular,https://anchormolecular.com/,Pleasanton,,,Quality Controls and Reference Materials,,BPG,Unknown,2025-11-15,Quality Controls and Reference Materials
AnchorDx,https://www.anchordx.com/,Fremont,,,High-throughput sequencing platform,,BPG,Unknown,2025-11-15,High-throughput sequencing platform
Ancora Bio,https://ancorabiotech.com/,Palo Alto,,,Multi-specific Antibodies,,BPG,Unknown,2025-11-15,Multi-specific Antibodies
Ancora Heart,https://www.ancoraheart.com/,Santa Clara,,,Cardiac procedures for Mitral Valve Regurgitation,,BPG,Unknown,2025-11-15,Cardiac procedures for Mitral Valve Regurgitation
Andromeda Surgical,https://www.andromedasurgical.com/,South SF,,,Surgical Robots,,BPG,Unknown,2025-11-15,Surgical Robots
Aneuvo,https://aneuvo.com/,Los Angeles,,,Neuromodulation Devices,,BPG,Unknown,2025-11-15,Neuromodulation Devices
Angarus Therapeutics,https://www.angarustx.com/,South SF,,,Oncology Treatments Overcoming Immunosuppression,,BPG,Private,2025-11-15,Oncology Treatments Overcoming Immunosuppression
Angeles Therapeutics,https://angelestherapeutics.com/,Los Angeles,,,"CAR T, NK Platform",,BPG,Private,2025-11-15,"CAR T, NK Platform"
AngioSafe,https://www.angiosafe.com/,San Jose,,,Cardio Intervention Devices,,BPG,Unknown,2025-11-15,Cardio Intervention Devices
Angiocrine Bioscience,https://angiocrinebioscience.com/,San Diego,,,Cellular Therapy,,BPG,Unknown,2025-11-15,Cellular Therapy
Angitia Biopharmaceuticals,https://www.angitiabio.com/,Woodland Hills,,,Bispecific Antibody,,BPG,Private,2025-11-15,Bispecific Antibody
Anixa Biosciences,https://www.anixa.com/,San Jose,,,"Diagnostics, CAR-T treatments",,BPG,Unknown,2025-11-15,"Diagnostics, CAR-T treatments"
Ankasa Regenerative Therapeutics,https://ankasaregenerativetherapeutics.com/,La Jolla,,,Proprietary formulations of WNT stem cell activators fur surgical application,,BPG,Private,2025-11-15,Proprietary formulations of WNT stem cell activators fur surgical application
Annexon Biosciences,https://annexonbio.com/,Brisbane,,,Neurodegenerative and autoimmune disorders,,BPG,Unknown,2025-11-15,Neurodegenerative and autoimmune disorders
Ansa Biotechnologies,https://ansabio.com/,Emeryville,,,Next Generation DNA Synthesis,,BPG,Unknown,2025-11-15,Next Generation DNA Synthesis
Ansun BioPharma,https://www.ansunbiopharma.com/,San Diego,,,Anti-virals,,BPG,Private,2025-11-15,Anti-virals
Antares Therapeutics,https://antaresrx.com/,South SF,,,Small Molecule Technologies,,BPG,Private,2025-11-15,Small Molecule Technologies
Antharis Therapeutics,https://www.antharistherapeutics.com/,San Diego,,,Discovery and development of monoclonal antibodies and ADCs,,BPG,Private,2025-11-15,Discovery and development of monoclonal antibodies and ADCs
Antheia,https://antheia.bio/,Menlo Park,,,APIS created from yeast-based fermentation,,BPG,Unknown,2025-11-15,APIS created from yeast-based fermentation
Antibodies Incorporated,https://www.antibodiesinc.com/index.html,Davis,,,"Antibodies, Assays, Development Services, Diagnostic kits, etc..",,BPG,Unknown,2025-11-15,"Antibodies, Assays, Development Services, Diagnostic kits, etc.."
Antibody Design Laboratories,https://www.abdesignlabs.com/,San Diego,,,Phage Display Technology,,BPG,Research,2025-11-15,Phage Display Technology
Antibody Solutions,https://www.antibody.com/,Santa Clara,,,Antibody Development,,BPG,Unknown,2025-11-15,Antibody Development
Antigen Discovery,https://antigendiscovery.com/,Irvine,,,"Bioinformatics, Genomics, Proteomics",,BPG,Unknown,2025-11-15,"Bioinformatics, Genomics, Proteomics"
Antiva Biosciences,https://antivabio.com/,Redwood City,,,Antiviral therapy,,BPG,Unknown,2025-11-15,Antiviral therapy
Anviron,https://www.anviron.com/,Newport Beach,,,Cancer Therapies,,BPG,Unknown,2025-11-15,Cancer Therapies
Anwita Biosciences,https://www.anwitabio.com/,San Carlos,,,Antibodies & Fusion Proteins,,BPG,Unknown,2025-11-15,Antibodies & Fusion Proteins
Apellis Pharmaceuticals,https://apellis.com/,San Francisco,,,Cyclic peptide analog,,BPG,Private,2025-11-15,Cyclic peptide analog
Apertor Pharmaceuticals,https://apertorpharma.com/,Alameda,,,Molecular glues for therapeutic applications in oncology,,BPG,Private,2025-11-15,Molecular glues for therapeutic applications in oncology
Apeximmune,https://www.apeximmune.com/,Burlingame,,,Immune oncology mABs,,BPG,Unknown,2025-11-15,Immune oncology mABs
Apollo Biologics,https://www.apollobiologics.com/,Los Angeles,,,Biologics Consulting,,BPG,Unknown,2025-11-15,Biologics Consulting
Apollomics,https://www.apollomicsinc.com/,Foster City,,,Cancer medicines,,BPG,Unknown,2025-11-15,Cancer medicines
Apostle Inc,https://www.apostlebio.com/,Pleasanton,,,Cancer Diagnostics,,BPG,Unknown,2025-11-15,Cancer Diagnostics
Applied Biomics,https://www.appliedbiomics.com/,Hayward,,,Proteomics services & products,,BPG,Unknown,2025-11-15,Proteomics services & products
Applied Cells,https://appliedcells.com/,Santa Clara,,,Cell Separation Technology,,BPG,Unknown,2025-11-15,Cell Separation Technology
Applied Cognition,https://appliedcognition.com/,Redwood City,,,Compounds Targeting Glymphatic System,,BPG,Unknown,2025-11-15,Compounds Targeting Glymphatic System
Applied Spectral Imaging,https://spectral-imaging.com/,Carlsbad,,,Digital Pathology,,BPG,Unknown,2025-11-15,Digital Pathology
Applied StemCell,https://appliedstemcell.com/,Milpitas,,,"Cell Lines, Transgenic Mice, Reagents, Lab Tools",,BPG,Unknown,2025-11-15,"Cell Lines, Transgenic Mice, Reagents, Lab Tools"
Applied Viromics,https://www.appliedviromics.com/,Fremont,,,Custom-made recombinant viral vectors,,BPG,Unknown,2025-11-15,Custom-made recombinant viral vectors
Apreo Health,https://apreohealth.com/,Menlo Park,,,Lung Disease Treatment,,BPG,Unknown,2025-11-15,Lung Disease Treatment
Apros Therapeutics,https://www.aprostx.com/,San Diego,,,Innate Immune Agonists,,BPG,Private,2025-11-15,Innate Immune Agonists
Aptah Bio,https://www.aptah-bio.com/,San Carlos,,,RNA Integrity Restoration,,BPG,Unknown,2025-11-15,RNA Integrity Restoration
Aptitude Medical Systems,https://www.aptitudemedical.com/,Goleta,,,Aptamers,,BPG,Unknown,2025-11-15,Aptamers
Aptose Biosciences,https://www.aptose.com/,San Diego,,,Cancer Drugs,,BPG,Unknown,2025-11-15,Cancer Drugs
Aqtual,https://aqtual.com/,Hayward,,,Cell-free DNA Diagnostics,,BPG,Unknown,2025-11-15,Cell-free DNA Diagnostics
Aqua Medical,https://aquaendoscopy.com/,Pleasanton,,,Vapor-Based Endoscopic Ablation Therapy,,BPG,Unknown,2025-11-15,Vapor-Based Endoscopic Ablation Therapy
Aquedeon Medical,https://aquedeonmedical.com/,Sunnyvale,,,Vascular Graft System,,BPG,Unknown,2025-11-15,Vascular Graft System
Aqur Biosciences,https://aqurbiosciences.com/,Westlake Village,,,Next-generation cardiovascular therapies,,BPG,Unknown,2025-11-15,Next-generation cardiovascular therapies
Aracari Biosciences,https://aracaribio.com/,Irvine,,,Vascularized Tissues that mimic the Human Body,,BPG,Unknown,2025-11-15,Vascularized Tissues that mimic the Human Body
Aralez Bio,https://aralezbio.com/,Berkeley,,,Noncanonical Amino Acids,,BPG,Unknown,2025-11-15,Noncanonical Amino Acids
Arbor Vita,https://www.arborvita.com/,Fremont,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Arcturus Therapeutics,https://arcturusrx.com/,San Diego,,,Lipid nanoparticle (LNP) mRNA drug delivery systems,,BPG,Private,2025-11-15,Lipid nanoparticle (LNP) mRNA drug delivery systems
Arcus Biosciences,https://arcusbio.com/,Hayward,,,Cancer Immunotherapies,,BPG,Unknown,2025-11-15,Cancer Immunotherapies
Arcutis Biotherapeutics,https://www.arcutis.com/,Westlake Village,,,"Reformulated, Topical Dermatology Products",,BPG,Private,2025-11-15,"Reformulated, Topical Dermatology Products"
Arda Therapeutics,https://ardatx.com/,San Carlos,,,Pathogenic Cell Depletion via ADCs,,BPG,Private,2025-11-15,Pathogenic Cell Depletion via ADCs
Ardelyx,https://ardelyx.com/,Fremont,,,Gastrointestinal Therapeutics,,BPG,Unknown,2025-11-15,Gastrointestinal Therapeutics
Argonaut Manufacturing Services,https://www.argonautms.com/,Carlsbad,,,"Argonaut is a CMO dedicated to serving highly-innovative companies in biopharmaceuticals and molecular diagnostics. Specializing in formulation, filling, finishing and final kitting.",,BPG,Service,2025-11-15,"Argonaut is a CMO dedicated to serving highly-innovative companies in biopharmaceuticals and molecular diagnostics. Specializing in formulation, filling, finishing and final kitting."
Argá Medtech,https://argamedtech.com/,San Diego,,,Cardiac Ablation System,,BPG,Unknown,2025-11-15,Cardiac Ablation System
Arialys Therapeutics,https://www.arialysrx.com/,La Jolla,,,Therapies for autoimmune neuropsychiatric diseases,,BPG,Private,2025-11-15,Therapies for autoimmune neuropsychiatric diseases
Aridis Pharmaceuticals,https://www.aridispharma.com/,Los Gatos,,,Monoclonal Antibody & Small Molecule Targeting Infectious Diseases,,BPG,Private,2025-11-15,Monoclonal Antibody & Small Molecule Targeting Infectious Diseases
Arima Genomics,https://arimagenomics.com/,Carlsbad,,,Genomic Analysis Kits,,BPG,Unknown,2025-11-15,Genomic Analysis Kits
Arisan Therapeutics,https://www.arisanthera.com/,Carlsbad,,,Infectious diseases,,BPG,Private,2025-11-15,Infectious diseases
Ark Clinical Research,https://arkclinicalresearch.com/,Long Beach,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
Ark Diagnostics,https://ark-tdm.com/,Fremont,,,Serum / Plasma Assays,,BPG,Unknown,2025-11-15,Serum / Plasma Assays
Armata Pharmaceuticals,https://www.armatapharma.com/,Los Angeles,,,Natural and synthetic bacteriophage-based therapies,,BPG,Private,2025-11-15,Natural and synthetic bacteriophage-based therapies
Armonica Technologies,https://www.armonicatech.com/,Carlsbad,,,Long-read sequencing platform,,BPG,Unknown,2025-11-15,Long-read sequencing platform
Arnatar Therapeutics,https://www.arnatar.com/,San Diego,,,RNA-based Medicines,,BPG,Private,2025-11-15,RNA-based Medicines
Arriello,https://arriello.com/,South SF,,,Strategy & Regulatory Consulting,,BPG,Unknown,2025-11-15,Strategy & Regulatory Consulting
Arrowhead Pharmaceuticals,https://arrowheadpharma.com/,Pasadena,,,RNAi,,BPG,Private,2025-11-15,RNAi
Arsenal Biosciences,https://arsenalbio.com/,South SF,,,Cancer Treatments,,BPG,Unknown,2025-11-15,Cancer Treatments
Artelo Biosciences,https://artelobio.com/,Solana Beach,,,Cannabinoids,,BPG,Unknown,2025-11-15,Cannabinoids
Artera,https://artera.ai/,Los Altos,,,AI Diagnostics,,BPG,Unknown,2025-11-15,AI Diagnostics
Artery Therapeutics,https://www.arterytx.com/,San Ramon,,,Peptide therapies,,BPG,Private,2025-11-15,Peptide therapies
Arthrex,https://www.arthrex.com/,Santa Barbara,,,Arthroscopy Devices,,BPG,Unknown,2025-11-15,Arthroscopy Devices
Arthrosi Therapeutics,https://arthrosi.com/,San Diego,,,Treatments for gout and chronic kidney diseases,,BPG,Private,2025-11-15,Treatments for gout and chronic kidney diseases
Artificial,https://artificial.com/,Palo Alto,,,AI Lab Platform,,BPG,Unknown,2025-11-15,AI Lab Platform
Artis BioSolutions,https://artisbiosolutions.com/,San Diego,,,"CDMO - Gene Therapy, Biologics",,BPG,Unknown,2025-11-15,"CDMO - Gene Therapy, Biologics"
Artiva Biotherapeutics,https://www.artivabio.com/,San Diego,,,NK Cell Therapies for Cancer,,BPG,Private,2025-11-15,NK Cell Therapies for Cancer
Arytha Biosciences,https://arytha.com/,San Diego,,,Biomimetic Nanoparticles,,BPG,Unknown,2025-11-15,Biomimetic Nanoparticles
Ascendis Pharma,https://ascendispharma.com/,Palo Alto,,,Prodrug therapies,,BPG,Private,2025-11-15,Prodrug therapies
AscentX Medical,https://ascentxmedical.com/,San Diego,,,Autologous Tissue Engineering,,BPG,Unknown,2025-11-15,Autologous Tissue Engineering
Asegua Therapeutics,https://www.asegua.com/,Foster City,,,Authorized Gilead Generics,,BPG,Private,2025-11-15,Authorized Gilead Generics
Asha Pharma,https://ashasd.com/,San Diego,,,Solid state crystallization services,,BPG,Private,2025-11-15,Solid state crystallization services
Asher Biotherapeutics,https://asherbio.com/,South SF,,,IL-2 Therapies,,BPG,Private,2025-11-15,IL-2 Therapies
Ashvattha Therapeutics,https://avttx.com/,Redwood City,,,Nanomedicine Delivery,,BPG,Private,2025-11-15,Nanomedicine Delivery
Asieris Pharmaceuticals,https://asieris.com/,Palo Alto,,,"Small Molecules, Drug-Device Comvo Product",,BPG,Private,2025-11-15,"Small Molecules, Drug-Device Comvo Product"
Askgene Pharma,https://ask-gene.com/,Camarillo,,,Biosimilars,,BPG,Private,2025-11-15,Biosimilars
Aspa Therapeutics,https://aspatx.com/,Palo Alto,,,Gene Therapy,,BPG,Private,2025-11-15,Gene Therapy
Aspen Biosciences,https://aspenbiosciences.com/,San Diego,,,Software solutions for drug discovery and diagnostics challenges,,BPG,Unknown,2025-11-15,Software solutions for drug discovery and diagnostics challenges
Aspen Medical products,https://www.aspenmp.com/,Irvine,,,Upper and lower spinal orthotics,,BPG,Unknown,2025-11-15,Upper and lower spinal orthotics
Aspen Neuroscience,https://aspenneuroscience.com/,San Diego,,,Personalized Regenerative Medicine,,BPG,Unknown,2025-11-15,Personalized Regenerative Medicine
Assay Biotechnology,https://assaybiotechnology.com/,San Jose,,,"Antibodies, ELISA kits, Assays Kits, dyes, assay / antibody services",,BPG,Unknown,2025-11-15,"Antibodies, ELISA kits, Assays Kits, dyes, assay / antibody services"
Assembly Biosciences,https://www.assemblybio.com/,South SF,,,Small Molecule Antivirals,,BPG,Unknown,2025-11-15,Small Molecule Antivirals
Astoriom,https://www.astoriom.com/,San Diego,,,"R&D sample storage, protection, and compliance",,BPG,Unknown,2025-11-15,"R&D sample storage, protection, and compliance"
AstraZeneca,https://www.astrazeneca.com/,South SF,,,"Small Molecules, Vaccines, Biologics",,BPG,Unknown,2025-11-15,"Small Molecules, Vaccines, Biologics"
Astraea Therapeutics,https://www.astraeatherapeutics.com/,Mountain View,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Atara Biotherapeutics,https://www.atarabio.com/,Thousand Oaks,,,"Peptibody, Monoclonal Antibody, Cell Therapy",,BPG,Public,2025-11-15,"Peptibody, Monoclonal Antibody, Cell Therapy"
Atec Spine,https://atecspine.com/,Carlsbad,,,Products for Spine Surgery,,BPG,Unknown,2025-11-15,Products for Spine Surgery
Atengen,https://atengen.com/,Los Angeles,,,"Small Molecules, Antibody Therapies",,BPG,Unknown,2025-11-15,"Small Molecules, Antibody Therapies"
Athelas,https://www.athelas.com/,Mountain View,,,Instant point-of-care Immune-cell monitoring,,BPG,Unknown,2025-11-15,Instant point-of-care Immune-cell monitoring
Athos Therapeutics,https://athostx.com/,Torrance,,,AI-Based Precision Therapeutics,,BPG,Private,2025-11-15,AI-Based Precision Therapeutics
Atia Vision,https://atiavision.com/,Campbell,,,Modular Presbyopia Correcting Intraocular Lens,,BPG,Unknown,2025-11-15,Modular Presbyopia Correcting Intraocular Lens
Atila Biosystems,https://atilabiosystems.com/,Sunnyvale,,,Novel chemistry for nucleic acid amplification,,BPG,Unknown,2025-11-15,Novel chemistry for nucleic acid amplification
Atmo Biosciences,https://atmobiosciences.com/,San Diego,,,Ingestible Capsules,,BPG,Unknown,2025-11-15,Ingestible Capsules
Atomic AI,https://atomic.ai/,South SF,,,AI-based RNA Drug Discovery,,BPG,Unknown,2025-11-15,AI-based RNA Drug Discovery
Atonarp,https://www.atonarp.com/,Pleasanton,,,Molecular Analysis by Mass Spec,,BPG,Unknown,2025-11-15,Molecular Analysis by Mass Spec
AtriCure,https://www.atricure.com/,Pleasanton,,,Cardiovascular Devices,,BPG,Unknown,2025-11-15,Cardiovascular Devices
Atropos Therapeutics,https://www.atroposthera.com/,San Carlos,,,Small Molecules Targeting Senescence,,BPG,Private,2025-11-15,Small Molecules Targeting Senescence
Attovia Therapeutics,https://www.attovia.com/,San Carlos,,,Proprietary biparatopic nanobody platform,,BPG,Private,2025-11-15,Proprietary biparatopic nanobody platform
Attune Neurosciences,https://www.attuneneuro.com/,San Francisco,,,Non-invasive neurostimulation products,,BPG,Unknown,2025-11-15,Non-invasive neurostimulation products
Aubex Therapeutics,https://www.aubextherapeutics.com/,San Diego,,,Compounds directed toward the Tumor Microenvironment,,BPG,Private,2025-11-15,Compounds directed toward the Tumor Microenvironment
Augmenta Bioworks,https://www.augbio.com/,Menlo Park,,,"Antibody Discovery, Target Identification Services",,BPG,Unknown,2025-11-15,"Antibody Discovery, Target Identification Services"
Auransa,https://www.auransa.com/,Palo Alto,,,AI-based Drug Discovery,,BPG,Unknown,2025-11-15,AI-based Drug Discovery
Aureka Biotechnologies,https://aurekabio.com/,Laguna Hills,,,Digitalizing Therapeutic Discovery,,BPG,Unknown,2025-11-15,Digitalizing Therapeutic Discovery
Aurora Biolabs,https://aurorabiolabs.com/,San Diego,,,Recombinant Research Proteins,,BPG,Incubator,2025-11-15,Recombinant Research Proteins
Aurora Microplates,https://auroramicroplates.com/,San Jose,,,Microplates,,BPG,Unknown,2025-11-15,Microplates
Aurora Spine,https://www.aurora-spine.com/,Carlsbad,,,Spinal implants,,BPG,Unknown,2025-11-15,Spinal implants
AusperBio,https://ausperbio.com/,San Mateo,,,"Viral Treatments, ASO",,BPG,Unknown,2025-11-15,"Viral Treatments, ASO"
Austral Biologicals,http://www.australbiologicals.com/index.php,San Ramon,,,"Research product distributor, Contract Services",,BPG,Unknown,2025-11-15,"Research product distributor, Contract Services"
Autobahn Therapeutics,https://autobahntx.com/,San Diego,,,Remyelination program for multiple sclerosis,,BPG,Private,2025-11-15,Remyelination program for multiple sclerosis
